case_id,description,solution
46348,reset password external user sent wednesday november reset password hi reset password possible engineer,Access
46349,problem trying use known pipeline sent wednesday november problem trying use known pipeline hi try use details related known pipeline following error occurs manager,Internal Project
46350,issue new pas sent tuesday november issue hi guys unable scroll end review input line help regards manager,Hardware
46351,issues pas sent tuesday november issues hi runs database refresh changes visible tomorrow let know tomorrow issue persists employees maybe haven added update manually integration ll add updated log incident best regards engineer sent tuesday november issues hello trying add apparently telling member successfully added list tried refresh save function noticed finding assist matter regards officer ext en address blvd,Hardware
46352,access network cable th floor sent wednesday november cable th floor hello connect cable access need able connect thank developer en,Hardware
46353,invoices pending approval sent wednesday november pending approval importance high hi reassign approval thank kind regards accountant ext en sent november pending approval si search si sent pending approval sa sa reassign la kind regards accountant ext en,Miscellaneous
46354,dashboard development service gap segment hi know gap segment october attached thanks,Miscellaneous
46355,access network cable sent wednesday november access cable importance high hello colleague access cable help issue asap thank lovely kind regards senior accountant,Hardware
46356,issue search sent wednesday november issue hello help fix issue try search employee tool returns following message employees thank head,Hardware
46357,able log unto sent wednesday november credentials valid hello check credentials error message use domain credentials tx regards consultant mob zone,Hardware
46358,damaged card sent wednesday november damaged card hi damaged card belonged yesterday thanks manager,Access
46359,unable add colleagues project oracle sent wednesday november hi trying add theme unsuccessfully manage settings tried save close save add following screens wrong regards manager en sent tuesday november hello advised add members kind regards analyst ext hub sent tuesday november hi help include order able log requests approvals best regards manager en,HR Support
46360,new sent wednesday november fix site senior analyst ext,Hardware
46361,issues common mailboxes invoices sent tuesday november access hello access common mailboxes help asap thank kind regards senior accountant sent tuesday november access hello ladies advised granted access mentioned shared mailboxes need assistance let know thank analyst community builder ext hub sent friday november access hello add common mailboxes thank leader information confidential,Storage
46362,possible submit time sent tuesday november possible submit hi try submit window shown possible send help thanks lot senior tester,HR Support
46363,request leave issue sent wednesday november request leave issue dear trying request leave warning says unused annual leave days case requested days thy approved help kind regard technical consultant en zone,HR Support
46364,issue laptop original message sent wednesday november issue laptop hey issue laptop try start screen attached recommended thing urgent today need deliver client right thursday included thanks,Hardware
46365,read write access team members new hi trying use encounter issue make members write access documents folders access space need access colleagues client colleagues access update information available thank,Storage
46366,issue sent wednesday november action zone award nomination dear check receive nominations approve thank sent tuesday november action zone award nomination hi guys option approve able approve regards sent november zone award nomination approval button planing officer infrastructure sent november zone award nomination dear nomination zone award submitted approval nominee line manager need review nomination details review approve nomination zone approval tab zone approval link communities drop located note mailbox does receive incoming,Miscellaneous
46367,cooler sent wednesday november cooler hello guys laptop sa ca aspirator cum ca cooler sa sa se la thanks specialist address blvd th floor district,Hardware
46368,target alarm alarm alarm changed status yellow red target previous status yellow status red alarm definition yellow metric red metric current values metric metric cpu usage description alarm virtual machine cpu usage changed yellow red,Miscellaneous
46369,leave request sent tuesday november leave request hi approved good thank sent tuesday november leave request hi allocated set approver code resubmit request fine sorry missed hi adding thread log ticket thank kind regards applications analyst en sent leave request hi issue goes approval instead picture advise thank sent tuesday november leave request hi order change approval flow update approver set leave approver codes change apply requests submit leave request order place correct approval flow old automatically expire leave reach hi log ticket assign queue thank let know assistance needed kind regards applications analyst en sent leave request hi ticket help sent wednesday november approval leave hi holiday request going currently maternity leave replacing lauder projects far know setup check set request resubmit request thanks officer best regards engineer,HR Support
46370,remote desktop sent tuesday november request remote desktop hi looks like remote desktop access work anymore check issue thanks manager,Hardware
46371,error oracle sent tuesday november members attached error regards manager en sent tuesday november members importance high hi help adding following members started started remember adding past members send tutorial example log best regards manager en,HR Support
46372,frequent screens sent tuesday november frequent screens hi laptop july frequent screens weeks message memory attached message look thanks software developer,Hardware
46373,oracle time start date sent tuesday november start date hello sa cod relocation ne va data va assistant sent tuesday november start date hello sa sent tuesday november start date pot book conform thank manager,HR Support
46374,contract sent tuesday november contract hi executed contract appearing needing approval approval panel list investigate establish needed fully approved contract id regards director information confidential legally privileged intended solely addressee opinions expressed necessarily represent opinions susceptible interference intended recipient disclosure copying,Miscellaneous
46375,network issue jabber sent tuesday november issue jabber hello problem connecting jabber conference likely issue colleagues problem got resolve configuration attached help thank,Hardware
46376,problems laptop keyboard sent tuesday november problems laptop keyboard hello recently letters keyboard broken main problem likely fixed replacing single letter keyboard needs replaced contacted responsible info ticket intended action needed kind regards developer en,Hardware
46377,reply forward rights missing sent tuesday november forward rights hello apparently rights forward mailbox help problem thank accounts payable accountant,HR Support
46378,error sent tuesday november hi help thank assistant sent tuesday november sad la,HR Support
46379,person updating time card attempting update try later error sent tuesday november error trying save dear thank explanation submitted list sent week days getting error person updating card attempting update try later try save tell leave days expected thank kind regards manager,HR Support
46380,issue sent tuesday november issue dear issues open link access open documents requires password entered times today work record recently changed password maybe address issue kind regards officer en,Hardware
46381,change settings teams access project resources sent tuesday november change settings importance high hi regarding change believe implemented today experiencing resources advise raising kind regards senior software developer sent wednesday november change settings senior manager sent november change settings hey guys inform teams thank client manager sent november change settings hello changes logged regarding amendments settings understood got touch past agreed details change settings change settings planned tuesday seeing planned outage minutes like send notification impacted working list members required like notify thank kind regards manager,Miscellaneous
46382,mileage expense claim sent tuesday november mileage expense claim hi trying submit expense claim includes mileage item completed fields mileage form attached photograph diesel receipt line item error saying imaged receipt required let know doing wrong thanks operations manager,HR Support
46383,error search sent tuesday november error search importance high dear colleagues search working properly results returns contained search term creates delays affects units heads assist asap job integration taxation specialist,HR Support
46384,human resources menu visible sent tuesday november human resources menu visible hi verify access make necessary settings copied human resources menu left order able annual leaves level approver code thanks manager annual leave november th december,HR Support
46385,issue sent tuesday november issue hi guys goes responding make tries help regards manager,Hardware
46386,error approval sent tuesday november error approval hello got following error appears line manager request regards sent tuesday november error approval access task application error approval details assignee assigned date task number number trip period total purpose trip cambridge submission date approval process halted application error help refer incident information confidential legally privileged intended solely addressee opinions expressed,Miscellaneous
46387,connect local network sent tuesday november connect hi couple days longer connect directly access past days changed anymore logging mobile id connection bad lot downtimes affects work changed past days computer certificate expired connect anymore advise senior tester en,Hardware
46388,oracle report unauthorized access sent monday november report unauthorized access hi client manager able report used able try access getting error unauthorized access contact administrator accessing report clicking link action open programme costs path programme costs thanks,Hardware
46389,external pen test report infrastructure sent tuesday november external pen test report infrastructure hi ask review attached report arising form external infrastructure pen test conducted recently plan fix high vulnerabilities noted report section key findings nest steps proposed critical findings related addresses belgrade expose critical severity vulnerabilities vulnerability allow remote code execution dos possible remote code execution possible resolving following addresses appear running server known win servers decided upgraded decommissioned old try confirm detections possible outdated web server software apache tomcat false positives reasons noted report try check report findings care low severity findings stage kind regards information compliance officer,Hardware
46390,holiday report incomplete sent tuesday november holiday report incomplete run report showing leave allowance report reports thank central eastern operations manager managed technical,HR Support
46391,external pen test report sent tuesday november external pen test report hi ask review attached report recent external evaluation work resolve following noted weaknesses crossed end end result decisions problem resolve stage code issue title score affects status comments end lack multi factor authentication medium medium open decision use client end server certificate verification mechanism use low low open change fix end low script level low low open change fix end split tunnelling prohibited low low open specifically allow direct browsing mobile end small certificate public key low low open change update server certificate fix end certificate trust path length constraint set low low open change update server certificate fix end certificate signed hash low low open change update server certificate fix end certificate imminent info info open change update server certificate fix detailed table starting attached report thanks information compliance officer,Hardware
46392,join sent tuesday november pot la sa la busy moment analyst en,Hardware
46393,external dialing working sent tuesday november external dialing working unable make external calls client director mob fixed zone,Hardware
46394,client send com sent tuesday november test hi raise ticket maybe investigation details client send address best regards manager en sent tuesday november test sent november undeliverable test failed groups message delivered permission issue rejected moderator address accept certain senders restriction preventing diagnostic information administrators generating server remote server returned resolver authentication required,Hardware
46395,time logging problems sent tuesday november logging problems hi following situation forgot log sap client tracker month monday st discussed client said complete hours sap client asks invoice based sap based match trying input trying save following error check mon hours entered scheduled hours note different case forgot week able week add hours following week details available best regards master,HR Support
46396,complete time card sent monday november action hi different typically submit tell filled attached complete form allows submit properly thanks senior designer jersey date monday november action dear established processes required submit weekly basis friday past week submitted approval receiving haven followed process action possible breakdown log accordingly training materials available id wednesday past period manager notified country manager date total days information confidential legally privileged intended solely addressee opinions expressed necessarily represent opinions susceptible interference intended recipient disclosure copying action taken omitted taken reliance strictly prohibited unlawful received message error open attachments notify delete message,HR Support
46397,oracle fusion false notification sent tuesday november fusion false notification hello notified times submit july started working st attached thanks software developer en,HR Support
46398,outlook issues original message sent tuesday november laptop issues today working help fix sent,Administrative rights
46399,oracle expenses manager submitted expense report thank,HR Support
46400,wireless guest work sent tuesday november wireless guest work hi wireless guest allow connect password help asap regards manager en,Hardware
46401,insufficient rights sent tuesday november insufficient rights importance high dear colleagues set assistant discipline tries modify approval flow switches searching person does appear having modified tries press view flow person appears unauthorized assist issue asap job integration taxation specialist,Miscellaneous
46402,error oracle sent tuesday november sa submit la unresponsive tot wait si ca si data instant design lead,HR Support
46403,booking issues sent monday november booking issues importance high hello tried book meeting friday longer authorization important members access events pass meetings trainings advise issue thank specialist,Hardware
46404,pas data editable sent monday november data editable hi check forecast screen forecast screens locked screen forecast screen forecast thank manager,Hardware
46405,project costs able access new pas sent monday november costs able access importance high hi trying access costs received error review causing issue accordingly thank officer en,Hardware
46406,mails schema project sent monday november mails schema hi problem receive related tasks status change example task comes ready play progress progress review required review required ready testing adjust schema start receiving schema works great thank manager,Miscellaneous
46407,help sent monday november help hi raise ticket best regards applications analyst en sent monday november help hello somebody contact urgently relation filling struggling thank kind regards counsel extension mob,Miscellaneous
46408,submit button oracle sent monday november action submit cards approval dear try correct submit button help br manager frankfurt main frankfurt main sent november action submit cards approval dear receiving cards haven submitted approval note enter make submit approval corrective actions case submitted card gets rejected breakdown submitted cards submit approval accordingly possible country submitted cards card status entered entered saved entered entered entered entered entered entered entered rejected entered entered saved entered entered entered total submitted cards submitted cards statuses explained error usually happens log calendar view period longer days delete entry causes timecard switch error fix add deleted delete entire timecard using right hand menu recreate rejected card rejected approvers correct card entries accordingly resubmit entered status timecard days entire timecard entered saved cards status passed entered validation gone submission step card issues resolve wait raise corresponding incident portal resolutions,HR Support
46409,internal audit leavers vs active ad accounts sent monday november leavers vs active ad accounts hi kindly asking disable ad accounts belonging leavers immediately date leaving location disabled false false republic macedonia false thanks,Access
46410,customer account password sent monday november customer password hi set password customer role projects phase platform thank manager,Access
46411,oracle error sent monday november error hi tried submit week working receive error code correct help,HR Support
46412,annual leave request team leaders project managers failed sent monday november annual leave request leaders failed hello submit annual leave th november reason specified let know problem application thanks senior developer sent monday november annual leave request leaders failed dear annual leave request submitted period november november failed form saved tab requests drafts menu option send request approval regards approver approver note mailbox does receive incoming,HR Support
46413,access card sent monday november pass badge hi today working maternity leave troubles trying use pass badge help solve issue thank,Access
46414,password change issues sent monday november password change hi repeatedly getting following recent change investigate resolve thanks director,Access
46415,unable upload contract urgent sent monday november urgent hello problems trying upload contract help error thanks specialist en blvd th floor district,Hardware
46416,access resources sent monday november access resources importance high help request teams currently blocked issue kind regards sent monday november access resources importance high hello changed address entire unable access moment help adding following list available resources attached latest version access permission list kind regards lead address blvd th floor,Hardware
46417,working update sent monday november working update hello following applying latest update apple working screen saying connect tried unable restore fixed thanks manager,Hardware
46418,missing time sent monday november dear issue october started working rd october started filling th october onwards month ended filled separately submit review month passed received multiple filled report talked manager agreed best write issue help filling data thing noticed mails reports got notification different data check inform thanks kind regards software developer,HR Support
46419,error sent monday november error hi having issues entry week times came unpopulated says error unable resubmit rejected look ensure submitted hours charged monday st friday th thank,HR Support
46420,reset password sent monday november reset password importance high hi reset password able morning thank kind regards application engineer en en,Access
46421,oracle error sent monday november error hello following error try add overtime help thanks software developer,HR Support
46422,time sheet error sent monday november sheet error hi following error trying complete allow add save error card saved error help notified manager,HR Support
46423,report time issue oracle sent monday november problem logging dear morning tried log experiencing issue try log receive following screen screen usually getting entering review causing issue assist resolution problem preventing logging thanks best coordinator,HR Support
46424,time sheets submitted sent thursday november maternity leaver forms belgrade dear received attached information maternity leave confused thought solved situation regarding maternity leaves suggest solution thank kind regard administrator sent friday maternity leaver forms belgrade hello status actions mentioned maternity leaves updated maternity leave belgrade maternity leave belgrade maternity leave belgrade maternity leave belgrade maternity leave belgrade maternity leave belgrade return send return maternity leave update maternity leave belgrade return send return maternity leave update updated transferred discipline returned maternity leave updates performed let know issues regarding best regards analyst ext hub sent thursday maternity leaver form hello colleagues maternity leave entered attached maternity leaver forms thank administrator,HR Support
46425,oracle time sheet problem sheet does registered sent monday november logged problem se pare ca mea la ca tester sent wednesday logged problem minute sheet prima sa ca sa report ca si pot sa sa pun si si si care la st line ca la sa sa va si update replay si la ca sa,HR Support
46426,oracle expense ticket does display pending approval order expense report visible manager approval status quite urgent questions contact,Miscellaneous
46427,problem problem sent monday november problem problem hi help error password access anymore morning received regarding approval period attached week period approved attached know saved till december expect kind week starts thank best regards,Hardware
46428,error hello informed order access documents files use explorer work issue need assistance feel free contact best regards engineer sent monday november error dear help error link training program documents colleagues received thanks,Hardware
46429,issue sent monday november question hello logged order complete went menu clicked wanted add details following picture normal table normal look like br senior engineer,Hardware
46430,problem logging oracle sent monday november problem logging hello small problem logging field placing attached thank help,HR Support
46431,outlook errors minute edited se disk space ne si ref la ticket pare si data va sa pot line direct,Administrative rights
46432,oracle messages sent monday november error hello kind advise regarding attached mails members having issues logging let know need details thanks kind regards leader,HR Support
46433,time card july working sent monday november action submit cards approval hi maternity leave received tried opening card july working let know possible solve issue little checking best regards senior manager extension mobile en sent monday november action submit cards approval dear receiving cards haven submitted approval note enter make submit approval corrective actions case submitted card gets rejected breakdown submitted cards submit approval accordingly possible country submitted cards card status entered saved saved entered entered entered entered entered entered entered entered entered entered entered entered entered entered entered entered total submitted cards submitted cards statuses explained error usually happens log calendar view period longer days delete entry causes timecard switch error fix add deleted delete entire timecard using right hand menu recreate rejected card rejected approvers correct card entries accordingly resubmit entered status timecard days entire timecard entered saved cards status passed entered validation gone submission step card issues resolve wait raise corresponding incident portal resolutions,HR Support
46434,submit sheets sent monday november action submit cards approval hello submit la si sent monday november action submit cards approval dear receiving cards haven submitted approval note enter make submit approval corrective actions case submitted card gets rejected breakdown submitted cards submit approval accordingly possible country submitted cards card status entered entered entered entered entered saved entered entered entered total submitted cards submitted cards statuses explained error usually happens log calendar view period longer days delete entry causes timecard switch error fix add deleted delete entire timecard using right hand menu recreate rejected card rejected approvers correct card entries accordingly resubmit entered status timecard days entire timecard entered saved cards status passed entered validation gone submission step card issues resolve wait raise corresponding incident portal resolutions,HR Support
46435,check notification message sent monday november action submit cards approval hi receiving message th november thanks sent monday november action submit cards approval dear receiving cards haven submitted approval note enter make submit approval corrective actions case submitted card gets rejected breakdown submitted cards submit approval accordingly possible country submitted cards card status saved total submitted cards submitted cards statuses explained error usually happens log calendar view period longer days delete entry causes timecard switch error fix add deleted delete entire timecard using right hand menu recreate rejected card rejected approvers correct card entries accordingly resubmit entered status timecard days entire timecard entered saved cards status passed entered validation gone submission step card issues resolve wait raise corresponding incident portal resolutions,HR Support
46436,submit hours does submit button sent monday november fwd action submit cards approval sorry misread issue shows absence hours book incorrectly shows worked hours entered instead approved pretty approved submit hours does submit button datum november action submit cards approval looks like went really wrong cards submitted incorrect entries especially absence hours entered kindly ask look datum november action submit cards approval dear receiving cards haven submitted approval note enter make submit approval corrective actions case submitted card gets rejected breakdown submitted cards submit approval accordingly possible country submitted cards card status entered entered entered total submitted cards submitted cards statuses explained error usually happens log calendar view period longer days delete entry causes timecard switch error fix add deleted delete entire timecard using right hand menu recreate rejected card rejected approvers correct card entries accordingly resubmit entered status timecard days entire timecard entered saved cards status passed entered validation gone submission step card issues resolve wait raise corresponding incident portal resolutions,HR Support
46437,redesign database replication issue sent monday november redesign database replication issue hello raise incident order solve connection error server access server investigate issue details mentioned issue status job step id step start date message failed redesign main main job failed job invoked schedule replication agent schedule step run step run agent failed redesign run agent replication agent encountered error set restart job step retry interval previous job step history message replication monitor information failed redesign run agent replication agent encountered error set restart job step retry interval previous job step history message replication monitor information replication status kind regards senior engineer en,Hardware
46438,report generated maternity leaver leave date sent thursday november action direct reports hi help maternity leave left able data make correction redirect help thank head sent thursday november action direct reports dear manager established processes required submit weekly basis friday past week submitted approval receiving direct reports haven followed process help cascade accordingly gets possible breakdown direct reports manager country date total days,Miscellaneous
46439,visitors cards restrict access sent monday november visitors cards restrict access hi remove access secured space guest guest thanks,HR Support
46440,problem booting laptop sent monday november problem booting laptop hello open ticket regarding problem os booting laptop likely problem hard drive thank engineer ext en,Hardware
46441,issue sent monday november issue hello working available displayed tried restart behavior br consultant mob zone,Hardware
46442,issue submitting timecard sent monday november issue submitting hi getting following screen saw trying submit expect code regards design lead,HR Support
46443,access service portal sent monday november feedback impact hello engage issues completing surveys thanks sent monday november feedback impact hello like feedback unfortunately access portal sent saturday november feedback impact dear ticket resolved close resolution really appreciate opinion satisfied feedback ticket referring access conf recent years used feedback improve processes deliver focused training reward recognize best regardless scores moment work like say thank bear mind survey session expires hour kindly advise submit customer feedback responses hour opening survey want provide feedback closed ticket drop feedback thank feedback sn ref notify assessment ref msg,Miscellaneous
46444,mailbox sent monday november mailbox importance high hello extend space mailbox thanks head analysis sent monday november mailbox importance high mailbox mb mb current size maximum size reduce mailbox size delete items need mailbox deleted items folder,Storage
46445,request new wireless mouse sent monday november request wireless mouse importance high hi mouse broken need wireless mouse morning possible thanks head corporate,Hardware
46446,constantly asking credentials sent november constantly asking credentials hi help issue constantly asking credentials attached thank best regards digital cell,Administrative rights
46447,issues specific area sent november issues specific area hi issues area working help thank head,Hardware
46448,low disk space sent november disk error hello received disk error laptop little free space drive affecting performance laptop solved thanks help regards,Hardware
46449,issues sent saturday november hello working anymore receive sat warning server certificate verification method enabled info sat note current script setting allow configuration defined scripts sat socket buffers sat resolve sat attempting establish connection sat connect sat connection established sat client link sat client link remote sat wait sat sat initial packet sat verify depth dc dc sat verify depth st sat connection reset restarting sat soft connection reset received process restarting sat reconnecting connection reset sat restart pause second help,Hardware
46450,pin code phone stopped working sent saturday november pin code phone stopped working importance high hi entered pin phone said wrong pin phone does let help thanks regards head testing mob,Hardware
46451,restart server project sent friday november restart server hi asking help booting machine start like know process restart machine currently doing configurations server need restart continually similar request ticket server work thanks regards senior developer,Hardware
46452,server work sent friday november server work hi asking help booting machine start currently trying restart started immediately stopped like know process restart machine currently doing configurations server need restart continually similar request ticket server work thanks regards senior developer,Hardware
46453,log issues sent friday november set use thank,Hardware
46454,code alarm sent november code alarm hello colleagues went today disarmed door code gave went laptop going needed laptop apparently tried disarm code alarm started gave code door armed advise kindest regards tester,Internal Project
46455,unable add team member pas project forecast sent friday november unable add member forecast hello add getting advise manager,Miscellaneous
46456,unable add project staff forecast new pas sent friday november unable add forecast hello unable add managed members reason add displayed grid add advise thanks manager,Miscellaneous
46457,salary report error sent friday november salary report error hello moment closed able extract data salary history report receive error way extract report regards,HR Support
46458,reports sent friday november reports dear help running benefits report receive file benefits report data export definition run data export benefits report active active left employees run detailed salary history receive fully filled file colleagues line thank helping head analysis en,Hardware
46459,wrong account details outlook sent friday november wrong details hello guys problem details persists help thank best regards safety officer sent thursday october wrong details hello guys note problem details job title location correct information displayed following details title safety officer location center thank help provided best regards safety officer,Administrative rights
46460,problem accessing documents sent friday november problem accessing documents hi recently unable access documents section worked normally morning works normally look,Hardware
46461,missing time oracle sent friday november hello got according did submit days intern supposed case best regards,HR Support
46462,presence unknown sent friday november presence unknown hello log investigate contacts appear presence unknown appearing available double clicked initially raised thank manager,Miscellaneous
46463,virus infection hello wanted report fact accidentally clicked link sent understand infected message hello ll log ticket,Miscellaneous
46464,multiple test contacts snow hello encountered log tickets advise thanks kind regards,Miscellaneous
46465,submit time oracle error sent friday november submit hello raise ticket issue submit worked hours st november thank kind regards engineer managed en,HR Support
46466,issues wireless connection sent friday november issues wireless connection hello experiencing issues connecting wireless issue started wireless connection went access experience issue matter wireless choose connect guest status connected access note changes settings configuration like issue resolved plan working weekend need connect wireless let know need information thanks kind regards infrastructure manager,Hardware
46467,available colleagues sent friday november career hi guys notice help sort visibility thank sent friday november career hi access site loads thanks chief digital officer date thursday november career hi guys let know access career map career map log credentials thank,Hardware
46468,approval flow sent friday november approval flow dear notice problem approval flow use correct code goes line manager approval investigate regards officer,Miscellaneous
46469,missing time sent friday november action hi received reminder issues remember details thought usual apparently record maternity leave really record leave week july help thanks sent november action dear established processes required submit weekly basis friday past week submitted approval receiving haven followed process action possible breakdown log accordingly training materials available id wednesday past period manager notified country manager date total days,HR Support
46470,oracle pas access sent friday november access hi looks like partial access reports needed message try complete task open costs case comes task problem opening report help thank manager,Hardware
46471,lost connection resources sent friday november lose connection whit hi ago lose connection whit confluence help thanks,Hardware
46472,unable complete sent friday november unable complete hi unable complete fact task details drop values attached thanks test lead,Hardware
46473,unable access old new password sent friday november password reset request hi reset password changed yesterday old passwords today thanks,Access
46474,log time sent thursday november update starter hello far know colleague issued tries enter week try contact order solve query thanks accounts receivable accountant ext sent thursday november update starter dear recent communication believe query resolved resolution need response let know assistance matter note interactions clients regularly monitored order make high quality maintained reference number summary starter resolver resolution details membership start date profile description sent wednesday november starter hello help enter week work second week problem thanks sent monday october starter hello advised mentioned issue tracked rd party provider individual fixes senior colleagues employee retry enter week assist hesitate contact thanks kind regards analyst ext hub sent monday october starter hello help colleague tried log today options attached does shows tries log thanks accounts receivables accountant ext sent wednesday october starter hello created report message st days possibility enter code let know note issue tracked rd party provider able log properly weeks following start date thank understanding analyst ext hub sent wednesday october access hello kindly advised ticket raised provide resolution depending workload sorry inconveniences cause colleague updates available thank best regards analyst ext hub sent monday october access hello replicate access need additional information let know regards accounts receivables accountant ext kind regards ext hub ref msg,Hardware
46475,phone keeps logging gets disconnected sent friday november phone keeps logging gets disconnected hello assist mentioned issue cables changed phones happens currently desks went break returning phone allowing press keys unplugged cable stuck waiting discovery changed phones stuck discovery previously advised issue cables phone centimeter disconnects thanks kind regards analyst,Hardware
46476,access orion milos sent friday november transfer hi let know expected date completing transfer process current situation enter working space id cards working orion delivered tough ready monday access orion work testing developing automation scripts let know needed order speed transfer process resolution best regards test lead date friday november transfer hi including college care interns question worried access space thank administrator sent tuesday november transfer hello regarding transfer process attached switching orion month need access space starting tomorrow thank kind regards administrator,HR Support
46477,account locked sent friday november laptop importance high hello password laptop blocked help thank regards leader,Access
46478,virtual machine network issues sent friday november va sa mea se la si la remote la si va se sa care urgent la prima engineer,Hardware
46479,issues sent friday november upgrade resulting invalid product key hi upgraded installation complaining product key won validate believe sign address tried using password worked fails validate whilst connected directly need thanks,Administrative rights
46480,time issue oracle sent friday november action hi liaising situation investigating options regarding weekly hours entry days working agree preferable captures reality make bogus entries kind regards planning officer sent november action hour week best regards sent november action hi checked number hours correct assist let know thank administration officer sent thursday november action hi ask check record ensure captures weekly working hours hours hear today thanks planning officer sent november action hi correct employees need log hours contractor log hours definition professional outlined contractual terms ask amend record asap daily entry hours hours week thanks kind regards planning officer sent november action following process completing asking hours work think contract states hours professional understand hat employees normally book hours lunch potential code book bit silly block book hour expected thanks sent november action dear established processes required submit weekly basis friday past week submitted approval receiving haven followed process action possible breakdown log accordingly training materials available id wednesday past period manager notified country manager date total days information confidential legally privileged intended solely addressee opinions expressed necessarily represent opinions susceptible interference intended recipient disclosure copying action taken omitted taken reliance strictly prohibited unlawful received message error open attachments notify delete message accepts responsibility information errors omissions use misuse act committed omitted,HR Support
46481,view issues sent friday november view hi use data sheet view following message checked controls look enabled problem month look asap need update invoicing portal thanks senior manager,Hardware
46482,pc screen sad face sent friday november pc screen sad face hi experienced strange behavior pc tried open got stuck screen shut button pc started normally help troubleshooting problem kind regards tester information,Hardware
46483,assist error review sent friday november assist error review dear colleagues trying make export encounter attached error happens chrome note export approval flows working perfectly fine job integration taxation specialist,HR Support
46484,laptop issues sent friday november laptop issues hello log ticket helping laptop window booting fixed thank engineer ext,Hardware
46485,failed sent friday november failed dear external networks forefront failing notebook potentially locked disabled worst case scenario hijacked investigate advise kind regards,Hardware
46486,log oracle sent thursday november action importance high dear kindly reminder morning tried received message error error try action continue error contact administrator help resolve issue possible thank kind regards sent wednesday november action importance high dear access try message receive help resolve issue thank kind regards sent tuesday november action dear established processes required submit weekly basis friday past week submitted approval receiving haven followed process action possible breakdown log accordingly training materials available id wednesday past period manager notified country manager date total days,HR Support
46487,employee missing new pas sent thursday november employee hello raise ticket incident thank kind regards engineer sent thursday november employee hi fusion got hired starting th october investigate need add forecast starting november thanks officer,Miscellaneous
46488,cost report unavailable anymore sent thursday november cost report hello advise cost report anymore thanks best regards manager,Hardware
46489,disk space issues sent friday november disk space good morning error starting yesterday saying disk space low checked files free assist thanks accounts receivable lead en,Hardware
46490,issue sent thursday november issue hi failure console thanks sent thursday november issue hi encountering issue link console output built successfully uploaded tell need additional information thanks,Hardware
46491,active controls disabled sent thursday november active controls disabled hi need able modify data portal breakdown false message list displayed view displayed view following reasons component compatible installed browser does controls component properly configured bit bit controls disabled enabled active browser urgently help need approve data end getting message explorer chrome thanks lot manager,Hardware
46492,new starter testing account sent thursday november starter testing dear check colleague access rights thank sent thursday november starter testing hello advised credentials domain sent attached assist let know best regards analyst ext hub sent thursday november starter testing hello ask status waiting credentials thank sent wednesday november mailbox starter testing good morning dear informed starter testing discipline start rd november tester create credentials attached form thank sorry short notice officer,HR Support
46493,remote desktop connection error sent thursday november remote desktop connection error dear connection environment site functional prompting attached error previously reported fixed investigate reoccurrence let know colleague site provide details thanks sent november remote desktop connection error hello remote desktop connection rest normal analyst client,Hardware
